Datetime,Tweet Id,RetweetCount,Likes,Replies,Text,language,Username,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2019-06-28 11:06:46+00:00,1144562781691239936,1,1,0,@BossUbong @daddys_girlT Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/UUZsU70f92,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-28 11:02:59+00:00,1144561828887970048,1,2,0,@nytimes Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/Zw74VwppJB,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-28 11:02:14+00:00,1144561638533670016,1,1,0,@Alex_unusual1 Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/vBfVnmKazD,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-28 10:54:34+00:00,1144559709770470016,1,2,0,@CNN Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/0L2dSvHnGE,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-28 10:24:41+00:00,1144552192021580032,13,18,0,Are you an early-stage social innovator in Africa who is solving pressing problems in the SDG focus areas?  If yes please visit and apply to the Pan African Innovation competition:   https://t.co/VYezaWTYYb,en,NTikum,,,,,,,,,,,,,,,,,
2019-06-25 13:13:27+00:00,1143507497405299968,0,1,0,No matter who wins the presidency in August; Guatemalaâ€™s vicious social problems remain deeply rooted.  @TC_Africa https://t.co/pOrdfU24xf,en,cesarlp,,,,,,,,,,,,,,,,,
2019-06-24 05:30:02+00:00,1143028486631800064,0,0,0,@cobbo3 from my admittedly limited reading Africa seems to be in a ferment due to Econ and social problems ...but the ruling classes appear clueless on how to respond. .how will it all end? ðŸ˜©ðŸ˜©ðŸ˜©,en,waweru,,,,,,,,,,,,,,,,,
2019-06-24 02:19:28+00:00,1142980527768720000,0,0,0,@RomeToMadrid Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/zJFsgaOxAP,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-24 02:13:48+00:00,1142979103676640000,1,1,0,@MaebyKate Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/HI0lH46lU9,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-23 06:31:43+00:00,1142681624234109952,0,0,0,The sooner the people of South Africa understand that politicians and their parliament are just a bunch of people talking a lot with no results. If they all had the best interest at heart for the people they would work together to solve most of our Social problems.,en,SkopandDonnor,,,,,,,,,,,,,,,,,
2019-06-22 20:41:39+00:00,1142533125949609984,0,0,0,"Immigration _x000D_
_x000D_
Immigration in America is a huge social and political topic. I'm married to an immigrant from Cameroon Africa and I'm all for immigration. _x000D_
_x000D_
For all those who have problems with immigration orâ€¦ https://t.co/CrCXMxo5JS",en,EboComedian,,,,,,,,,,,,,,,,,
2019-06-22 10:52:35+00:00,1142384885421740032,0,0,0,@JanDelarey53 @africa_ren @sramphaul Exactly by paying more social grants you only worsen the problem,en,Charl16885740,,,,,,,,,,,,,,,,,
2019-06-22 06:20:20+00:00,1142316370962589952,1,4,0,@_OfficiallyWild We don't hate you guys; we love you so much that some of us even try to be like y'all. Problem comes when we're on social media... every one is out for clout. I can guarantee you that if you would visit any country in Africa; you as a Black American you would receive all the love,en,VenomRaps,,,,,,,,,,,,,,,,,
2019-06-21 23:46:04+00:00,1142217150091929984,1,1,0,@HuffPost Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/scogEGgTiJ,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-21 23:39:43+00:00,1142215550153740032,1,1,0,@CNN Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/QmzoHoCOje,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-21 23:38:45+00:00,1142215309237110016,1,1,0,@CNN Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/5rFAhhyzhI,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-21 23:35:38+00:00,1142214523455239936,1,1,0,@peacefmonline Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/9wAJn0p9b1,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 23:34:52+00:00,1142214332249490048,0,1,0,@phbarratt Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/7hqBpd42cF,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 23:30:20+00:00,1142213188605350016,1,2,0,@SuperSportTV Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/ai5BEs280m,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 23:26:48+00:00,1142212300541219968,0,0,0,@SkySportsNews Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/S2cbEjN6fm,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 23:13:53+00:00,1142209049821400064,1,2,0,@StanleyHouseLFC Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/dgdlrg2ROR,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 23:10:31+00:00,1142208205076009984,1,1,1,@KloppStyle Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/EiH0BbZ447,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-21 15:10:27+00:00,1142087392226089984,11,20,0,"People gush about Africa's Continental Free Trade Agreement - as if these problems exist; as if the social tensions arising from movement of people around the continent don't matter._x000D_
_x000D_
They actually do; and that is why all the celebrations over the AfCTA are premature.",en,cchukudebelu,,,,,,,,,,,,,,,,,
2019-06-21 13:12:31+00:00,1142057713184230016,1,9,0,Good thread on Ramaphosa's proposal for a 'new city .' The push to create 'global cities' in South Africa ignores existing social and spatial problems that affect our existing cities. Let's start with getting proper lighting and sanitation in Khayelitsha!,en,Cee_Webb,,,,,,,,,,,,,,,,,
2019-06-21 02:31:03+00:00,1141896279829520000,0,1,0,@africlandpost @RuthOgochukwuka You are giving dictators dangerous ideas. They will invest in military hardware and not social welfare. They will buy bullets; not medicine; bombs and not books. Africa has a problem of poor governance. If governance is addressed; research and development will naturally follow.,en,okonkwothevisio,,,,,,,,,,,,,,,,,
2019-06-20 15:59:15+00:00,1141737284183740032,1,3,1,@TiyaniMbhungana It's 1 of the social problems we have in South Africa; Some men feel like they own women n that needs to to an end,en,Kuntra_mp,,,,,,,,,,,,,,,,,
2019-06-20 10:08:26+00:00,1141648996903110016,4,2,1,We @atlancis are always open to partnering with innovators to transform Africaâ€™s IT landscape through emerging technologies #AI #CloudComputing #Blockchain #IoT #BigData #VR and #Robotics among others; to solve business as well as social problems. #MakingITSimple https://t.co/XVvGJaIzEm,en,atlancis,,,,,,,,,,,,,,,,,
2019-06-20 08:37:47+00:00,1141626184519670016,0,0,0,"@MamataOfficial Maximum cause of homelessness is violence; Madam; as u wud kno. West Asia; Africa._x000D_
2nd is govt ecnomic mismanagmnt. 3rd is lack of rule of law. 4th is coruption._x000D_
In India; violence is also a poltical &amp; social problem - look at d news - peopl bcoming homeless evry day._x000D_
Respects.",en,satrajit99,,,,,,,,,,,,,,,,,
2019-06-19 16:32:15+00:00,1141383201459510016,1,1,0,Africaâ€™s problem is not content creators or creation but DISTRIBUTION. Check top 20 social platforms and you will understand why we must tell and share our stories. Ogelle is Africaâ€™s answer! #ogelle #ogelleafrica #cannes #films #music #recordlabel #Filmmaking #socialmedia,en,OsitaOparaugo,,,,,,,,,,,,,,,,,
2019-06-19 15:39:26+00:00,1141369906887309952,0,0,0,@NuvoBlockchain It is true there is big problem in Africa missusing social media; poor people don't concentrate on production they just wasting time sharing useless posts; but https://t.co/CzHqwJBo2F is going to change them economically,en,jamaaafrica,,,,,,,,,,,,,,,,,
2019-06-18 18:42:14+00:00,1141053525369260032,2,4,1,@UN @antonioguterres It is happening in South Africa right now with nothing being done to address the problem. Social media is a platform for the spread of racial hatred by some political leaders and their followers;even an ambassador who represents the country in Europe https://t.co/qiPXnLrZ5g,en,MagdaSeg,,,,,,,,,,,,,,,,,
2019-06-18 05:53:25+00:00,1140860045212749952,0,3,0,Coming up:  we chat to AI in Africa; a platform for youth from previously disadvantaged communities to apply critical thinking and create innovative solutions to social problems using Artificial Intelligence #PhatJoeAndTheFamily https://t.co/PfPvLByWO0,en,Radio2000_ZA,,,,,,,,,,,,,,,,,
2019-06-17 23:58:50+00:00,1140770811156070016,0,0,0,Africa as a continent is overwhelmed and blighted by so many problems ranging from economy;to health;poverty;social amenities;unemployment etc and the west and America have their own problems to take care of.,en,Vintage1847,,,,,,,,,,,,,,,,,
2019-06-17 12:14:03+00:00,1140593444878000000,0,0,0,The U.S. cannot sustain the constant flow of immigrants fro So. America;Africa;Middle east without it compromising needs of our citizens. Unvaccinated people can cause serious problems with disease control. Already govâ€™t talking about decreasing Social Security by 20% next year.,en,tula3901,,,,,,,,,,,,,,,,,
2019-06-17 01:33:13+00:00,1140432174904210048,1,1,0,@cnni Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/zXYSDmcMN3,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 01:19:55+00:00,1140428827119750016,1,1,0,@girlsreallyrule @PrincessBravato Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/1q49Q2oKDG,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 01:15:53+00:00,1140427811892710016,1,1,0,@TheGhanaWeb Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/AMFJ7kB2uE,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 01:06:24+00:00,1140425426239670016,1,1,0,@TheRedmenTV Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/WuP8zO8YMn,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 01:01:05+00:00,1140424088344819968,2,1,0,@ABC @GStephanopoulos Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/OoRJxOatiX,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 00:56:29+00:00,1140422932428179968,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/dUda9fHoA4,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 00:51:58+00:00,1140421792655430016,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/bRlMaGmqRF,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-17 00:37:40+00:00,1140418196438220032,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/1pxWSLH5gr,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-17 00:33:20+00:00,1140417103650070016,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/9R5bUKEeVL,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-17 00:31:41+00:00,1140416691366710016,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/awqAWAtdAI,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-17 00:24:57+00:00,1140414996301709952,1,1,0,Best and the most powerful  spiritualist  in Africa;  with our indigenous spirit  to support  humanity  and our social life.  It's  in infertility ; love charms ;TRAVELING  OPPORTUNITIES CALL ME on +233540574990/+233549533984 for your  problems  to be solved. https://t.co/7rXFzFhTpV,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-16 16:30:10+00:00,1140295513696290048,0,3,1,@moonflez @MidnaMidi @Homo_Cakes Agreed. It's not his race but his nationality. South Africa is a well developed country but with a lot of economic and social problems. Coming from a nation where things can be tough; how can you be so unsympathetic to steal someone else's work? Specially being able to pay for it,en,aran_esque,,,,,,,,,,,,,,,,,
2019-06-16 07:06:36+00:00,1140153686032880000,1,3,1,â€œThe love of money is the root of all kinds of evil.â€ In South Africa; poverty has become the trauma that has given way to envy; hate; crime; corruption &amp; all sorts of problems. @MyANC is all about love of money from leaders to voters. It is the social disease that is killing us.,en,zuptamafia,,,,,,,,,,,,,,,,,
2019-06-16 06:59:33+00:00,1140151910114169984,0,1,0,@TshepoMadlingo1 True; but it is not just a South Africa can problem; it could be an African problem. I remember growing up in Zambia and hearing that anti social activities such as crime; were committed by Congolese; because Zambians somehow are so exceptionally  righteous,en,MuleyaM,,,,,,,,,,,,,,,,,
2019-06-15 10:16:28+00:00,1139839078063430016,2,1,0,@ngurare It's really a shame that Africans we have turned into our own African Brothers and sisters; the mentality of militarized states must fall and we must find solutions to our problems but not by inviting Europeans hence they got their own social problems also. Africa must RiseâœŠ,en,Makoto_1960,,,,,,,,,,,,,,,,,
2019-06-15 07:14:40+00:00,1139793328461900032,0,0,0,"https://t.co/JNJ2BpdTBV_x000D_
Try to know about this problem going on Africa.  60 human bodies were thrown in nile River to hide the count of death people. Just seeing the entertainment is not need for social media. We don't want what Nayanthara is doing now which country she went for",en,padmeshram7,,,,,,,,,,,,,,,,,
2019-06-14 18:44:46+00:00,1139604611801570048,0,1,2,@sankrant Africa has many problems. Social; eco; political. Point is; right now India is under no threat. Let minorites live in peace; don't bash them. Uplift &amp; include them. There's no invasion looming now. What are we achieving now? Measurement of progress can't be other failed states.,en,IndianPrism,,,,,,,,,,,,,,,,,
2019-06-14 08:57:12+00:00,1139456745980470016,1,1,0,"Child marriage is a social problem in Africa. It is a child protection issue. _x000D_
ACERWC Meeting_x000D_
@PlanZimbabwe _x000D_
@orapzenzele _x000D_
@NhimbeTrust",en,RaisedonB,,,,,,,,,,,,,,,,,
2019-06-13 16:09:59+00:00,1139203269836839936,0,0,0,"One said â€œitâ€™s a social problemâ€ but didnâ€™t mention the British Colonization that started in the 1860â€™s &amp; 1891._x000D_
The other said â€instability and conspiracy theories; not a good thingâ€ like HIV AIDS didnâ€™t happen #UGANDA #NPR #AFRICA #UpFirst #EBOLA https://t.co/6IWRTesk6t",en,OGBossJack,,,,,,,,,,,,,,,,,
2019-06-13 13:59:38+00:00,1139170463991680000,0,0,0,"I shall shortly stop bemoaning the sad situation that is daily life in South Africa; but this I have to say:_x000D_
_x000D_
South Africa has a massive social problem that cannot be allowed to continue. People cannot continue... https://t.co/yjfcLwCLHW",en,nathan3007,,,,,,,,,,,,,,,,,
2019-06-13 07:40:06+00:00,1139074951892409984,14,25,4,"Africans in the West are called economic migrants &amp; are seen as a social problem;  while Westerners or Asians in Africa are expats.  _x000D_
_x000D_
Reason: skill disparity.  _x000D_
_x000D_
@NaijaFlyingDr ðŸ‘_x000D_
_x000D_
3 reasons why your HR manager belongs in your c-suite by @NaijaFlyingDr https://t.co/HEbTdmr1Hz",en,MsChimezie,,,,,,,,,,,,,,,,,
2019-06-12 18:07:24+00:00,1138870431589570048,0,1,1,@AperZava @PremiumTimesng You are right but at the same time social media causes a lot of tension in our system.  I have been to many countries in Sub saharan Africa to be honest with you they all have similar problems we have in Nigeria,en,alakakolawole,,,,,,,,,,,,,,,,,
2019-06-12 14:23:26+00:00,1138814069190930048,0,0,1,What makes you say South Africa thinks can live without the profession ðŸ¤” is psychology the only profession meant to address either social ; economic; cultural; political problems that triggers or feeds mental illness?,en,BlaqSabali,,,,,,,,,,,,,,,,,
2019-06-12 08:33:09+00:00,1138725915800880000,0,1,0,Ashoka in East Africa; in partnership with 7 other organizations - is aiming to Transform Employability for Social Change in EA #TESCEA. Helping young people to use their skills and ideas to tackle social and economic problems. Read more about the journey https://t.co/7J2ebKx5JJ https://t.co/Tu0L7FiXKc,en,AshokaAfrica,,,,,,,,,,,,,,,,,
2019-06-11 20:07:56+00:00,1138538377572230016,0,0,0,I dream of a new day where all South Africans who are seriously concerned about South Africa and its prosperous future can stop being prophets of doom and start uniting to find a solution to self manufactured social and economic problems.Time has come for grown ups to act as such,en,qipmedia,,,,,,,,,,,,,,,,,
2019-06-11 17:57:45+00:00,1138505613317689984,1,1,0,"ðŸ¤£ ke tshaba serame; but Scandinavian countries are probably peak human societies in our time; and should be visited._x000D_
_x000D_
Their social welfare is crazy; but haish; everywhere outside of africa = racism. _x000D_
_x000D_
I mean we got our own problems but c'mon now; makes you want to stay put.",en,excusemyfacade,,,,,,,,,,,,,,,,,
2019-06-11 17:46:29+00:00,1138502780409309952,1,0,0,Can Blockchain Solve Social Mediaâ€™s Problems?Â Â the blockchain land #Africa is one of the many regions where internet connectivity is still not fully reliable. To tackle that; startups are developping offlin... https://t.co/7dPvg9DEPo via @theafricamentor #entrepreneur #africabiz https://t.co/jNQJ20o4VP,en,TheAfricaMentor,,,,,,,,,,,,,,,,,
2019-06-11 17:33:36+00:00,1138499535762850048,1,8,0,Great project by the @ElmerSBagnall  6th graders researching &amp; solving social and economic problems while learning about Africa; its land and its people. https://t.co/7JmO8czoOQ,en,pentucketteach,,,,,,,,,,,,,,,,,
2019-06-11 11:11:43+00:00,1138403430920280064,6,11,1,"#YouthOrganisingSchool  is the  place where young community organizers  learn how to build strategic capacity by mobilizing people to use their collective power to solve social problems._x000D_
_x000D_
We are excited to welcome 40 Community Organizers across Nigeria and Africa for #YOS2019! https://t.co/vYnsehlZOz",en,YIAGA,,,,,,,,,,,,,,,,,
2019-06-11 10:30:13+00:00,1138392988072230016,1,4,1,"@sne_ndlovuSA South Africa has so many social issues; Nigerians should give them a chance to come out of their problems. We should pressure our own government to build a prosperous ðŸ‡³ðŸ‡¬ for everyone. watch this BBC documentary on South Africa; you will weep for them_x000D_
https://t.co/qVcDlUF806",en,EbiXkapade,,,,,,,,,,,,,,,,,
2019-06-10 10:30:56+00:00,1138030779328359936,0,0,0,"@Xiaomi _x000D_
we are highly appreciate to xiaomi. For your participation in mobile market; mainly general public of Asia; Africa can use the Android &amp; its solve many social &amp; daily life problem. You can increase your sale in indian market if you introduce the triple SIM slot. B m succ",en,AjaySha92856658,,,,,,,,,,,,,,,,,
2019-06-10 09:24:43+00:00,1138014117061709952,0,0,0,@The_EastAfrican ðŸ˜”...You don't need to be a brain surgeon to know that the population explosion is the main cause of all social and ecological problems in Africa. The neocolonial attitude of China on the continent only makes things worse.,en,RHeusequin,,,,,,,,,,,,,,,,,
2019-06-10 02:44:10+00:00,1137913316251180032,0,0,0,@rinmor Firstly; do you understand the function of the ILO? Unemployment and social injustices are one of the biggest problems in South Africa. Secondly; if you did not vote for the ANC donâ€™t complain; cos he is representing the majority.,en,malz10,,,,,,,,,,,,,,,,,
2019-06-10 00:56:49+00:00,1137886301527650048,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/zYc2aADjaH,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-10 00:47:27+00:00,1137883941933910016,0,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/tsrdF2J02I,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-10 00:43:14+00:00,1137882879659309952,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/LefjtSY61r,en,Webrigo1,,,,,,,,,,,,,,,,,
2019-06-10 00:28:32+00:00,1137879182766169984,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/yUcCPKvL0U,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-10 00:05:21+00:00,1137873347646279936,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/bgf3M4MRk0,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-10 00:02:14+00:00,1137872563365980032,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/I6EydOnrfD,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-09 23:58:26+00:00,1137871608511680000,1,1,0,Lord Naaba is one of theTop most powerful spiritual man in Africa; who help people and humanity to get the gold that there where Born to have. It's infertility; luck charms and love charms consult him for the best solution to your social problem on. +233540574990/+233549533984. https://t.co/eo7ryt3Blt,en,MawuleChair,,,,,,,,,,,,,,,,,
2019-06-09 14:20:09+00:00,1137726076338259968,0,1,0,"What is really our problem in Africa?  _x000D_
_x000D_
George Weah with his international exposure shutting down social media.",en,lemuel504,,,,,,,,,,,,,,,,,
2019-06-09 12:23:08+00:00,1137696629992099968,0,0,0,"@DavidNdii @I_am_Gathoni You would have been taught in English. Forget asides!_x000D_
_x000D_
The truth is Africa in general   has some deeply entrenched social problems that approach ubiquity._x000D_
_x000D_
The psychological profile of many people who inhabit this continent is probably on display.",en,watuwawili,,,,,,,,,,,,,,,,,
2019-06-08 13:27:56+00:00,1137350550809389952,0,0,0,@oppsforafricans The Changemakers innovation challenge is highly commendable;especially to inspire the Social Entrepreneurship to respond to extant social problems that impede societal development in countries of Africa. My conceptualizations have potential for our transformation,en,NobLouis,,,,,,,,,,,,,,,,,
2019-06-07 21:14:49+00:00,1137105658086640000,0,0,0,What social problems do you think #blockchain can solve for Africa applying the Uber model? @asemota; you inspired this! #deeptech #developers please comment,en,tolutoladesina,,,,,,,,,,,,,,,,,
2019-06-07 17:10:23+00:00,1137044142167600000,5,10,1,"The #agroecolobbyists are busy ramping up campaigns ahead of the FAO elections. If their money were seeds; they could solve Africa's problems._x000D_
#Agroecology is social justice theory; politics; religion but it's not scientific and it won't feed Africa._x000D_
See: https://t.co/P3qAP3UUDx https://t.co/UeobxQsVNk",en,zaruk,,,,,,,,,,,,,,,,,
2019-06-07 13:16:50+00:00,1136985369755420032,0,0,0,South Africa is faced with many challenges of social ills. Where does one start to fix the many problems we are faced with? The factual solution is 'it starts with me' we should all play our part.,en,riathonkala,,,,,,,,,,,,,,,,,
2019-06-06 04:24:48+00:00,1136489089186889984,0,3,1,@StephenGrootes @SAfmRadio The problems n Alexandra is a reflection of the massive social dilemma caused by service delivery failures in most cities and towns in South Africa. It is about; budget shortages; incompetence and promises &amp; misguided expectations by the masses flowing into our cities and towns.,en,gumamey,,,,,,,,,,,,,,,,,
2019-06-05 04:15:23+00:00,1136124331405270016,9,16,0,"@SteveizReal @KhandaniM @tito_mboweni The problem in South Africa is that we have ministers such as Mboweni who barely read and do basic research or analysis on institutions they supposedly ""lead""; QE did not start in Japan or US but here in SA amid sanctions; social unrest and multiple states of emergencies https://t.co/s46GOyKwVJ",en,MxolisiBob,,,,,,,,,,,,,,,,,
2019-06-05 02:16:47+00:00,1136094486705180032,0,0,1,@nonone_verlisse @theblackdetour Been to SA; Nigeria; Ghana;B&amp;T and Kenya. My next Africa trip is Rwanda. You donâ€™t know me. If you are intelligent and sincere you may glean that I view the worldâ€™s problems by itâ€™s near history &amp; itâ€™s  the biggest social development: white supremacy. Thatâ€™s a box? Ok unfollowðŸ¤·ðŸ¿â€â™‚ï¸!,en,xsf19705,,,,,,,,,,,,,,,,,
2019-06-04 19:37:10+00:00,1135993917663600000,0,0,0,What about Kenyans abroad with partners who have invested in and for local charities and social entrepreneurship as a means to alleviate poverty and other social problems in Africa. Why should they through a loss in fluctuations of currency,en,LindyWafula,,,,,,,,,,,,,,,,,
2019-06-04 06:40:58+00:00,1135798580789330048,0,0,0,@ticafrika The notion of working with human centered designs; knowledge &amp; technology to solve societal social problems in Africa is most desirable; admirable and unexpectedly delusive. The reason is not far from the existing missing link that needed to be reconnected innovatively,en,NobLouis,,,,,,,,,,,,,,,,,
